Payer_Name,Slug,State,Parent_Organization,National_Payer_ID,Market_Share_Pct,LOB,LOB_Code,Data_Notes,PBM_Partner,Vault_Payer_ID,Submission_Channel,Payer_Specific_URL,Standard_Turnaround,Expedited_Turnaround,Gold_Card_Status,Update_Date,Extraction_Status
Empire BlueCross BlueShield,EMPIREBCBS,NY,Elevance Health,47198,22.0,COM,COM,Dominant payer for large employer groups and state employees; Express Scripts/Carelon PBM; Qulipta/Nurtec/Emgality/Aimovig Tier 2 (oral-forward formulary); Ajovy/Vyepti Tier 3/4 Non-Preferred,IngenioRx (Carelon),NY-COM-EMPIREBCBS,Availity / Carelon Portal,https://www.empireblue.com/provider/,7 calendar days,72 hours,Pending (S7470 not codified),2026-01-11,ENRICHED
Excellus BlueCross BlueShield,ECELBCBS,NY,Excellus Health Plan,805,8.0,COM,COM,Regional BCBS for Upstate NY (Rochester/Syracuse/Buffalo regions); separate from Empire BCBS; Headache Disorders pharmacy policy; 2026 Part D $2000 OOP cap applies to MA plans,Prime Therapeutics,NY-COM-ECELBCBS,Excellus Provider Portal,https://www.excellusbcbs.com/providers,7 calendar days,72 hours,Pending (S7470 not codified),2026-01-11,ENRICHED
Fallon Health,FALLON,MA,Fallon Community Health Plan,FCHP1,5.0,COM,COM,Regional carrier,Express Scripts,MA-COM-FALLON,,,,,,,
Florida Blue,FLBLUECOM,FL,GuideWell Mutual,59140,36.0,COM,COM,Dominant payer - all 67 counties; ValueScript CLOSED formulary (non-listed drugs require Formulary Exception not Tier Exception); Tier 3/4 for CGRPs; Tier 5 specialty injectables; Policy 05-70-068 for CGRP mAbs; MCG 09-J0000-29 for Botox,Prime Therapeutics,FL-COM-FLBLUECOM,Availity / Florida Blue Provider Portal,https://www.floridablue.com/providers/,7 calendar days,72 hours,Yes (SB 7016) - >90% approval in 2025 = exempt 2026; retrospective audit risk,2026-01-11,ENRICHED
Friday Health Plans,FRIDAY,CO,Friday Health Plans,FRIDY,5.0,COM,COM,CO-based startup,Express Scripts,CO-COM-FRIDAY,,,,,,,
Geisinger Health Plan,GEISINGER,PA,Geisinger,75982,6.0,COM,COM,Provider-sponsored,Express Scripts,PA-COM-GEISINGER,,,,,,,
Group Health Cooperative,GROUPCOOP,WI,Group Health Cooperative,91062,12.0,COM,COM,Cooperative plan,Express Scripts,WI-COM-GROUPCOOP,,,,,,,
HAP (Health Alliance Plan),ALLIANCE,MI,Henry Ford Health,HAPMI,5.0,COM,COM,Provider-sponsored,Express Scripts,MI-COM-ALLIANCE,,,,,,,
Harvard Pilgrim,HARVARD,ME,Point32Health,4271,10.0,COM,COM,Regional carrier,Express Scripts,ME-COM-HARVARD,,,,,,,
Harvard Pilgrim,HARVARD,NH,Point32Health,4271,22.0,COM,COM,AMA 2024 data - 2nd largest | DEPRECATED 2026-02-06: Duplicate of NH-COM-HARVARDPILGRIM,Express Scripts,NH-COM-HARVARD,,,,,,,DEPRECATED — Merged into NH-COM-HARVARDPILGRIM
Harvard Pilgrim Health Care,HARVARD,MA,Point32Health,4271,22.0,COM,COM,AMA 2024 data - 2nd largest,Express Scripts,MA-COM-HARVARD,,,,,,,
Hawaii Medical Service Association (HMSA),HMSA,HI,HMSA (BCBS),99101,63.0,COM,COM,AMA 2024 - largest in state; highly concentrated,OptumRx,HI-COM-HMSA,,,,,,,
Health Care Service Corp. (BCBSIL),BCBSIL,IL,HCSC,621,63.0,COM,COM,Market hegemon - policies become de facto state standard; Medical UM via Carelon (formerly AIM Specialty Health); Performance Drug List has heavy CGRP restrictions; Aimovig often Non-Preferred (Tier 4) requiring step through Emgality/Ajovy,Prime Therapeutics,IL-COM-BCBSIL,Availity / Carelon Portal,https://www.bcbsil.com/provider/,7 calendar days,72 hours,Public Act 103-0593 - DELAYED to July 1 2026; 90% threshold on ≥50 PAs in 12 months preceding,2026-01-11,ENRICHED
Health Care Service Corp. (BCBSMT),BCBSMT,MT,HCSC,621,50.0,COM,COM,AMA 2024 - largest in state,Prime Therapeutics,MT-COM-BCBSMT,,,,,,,
Health Care Service Corp. (BCBSNM),BCBSNM,NM,HCSC,621,48.0,COM,COM,Prime Therapeutics PBM; ⚠️ UM outsourced to Carelon/EviCore Jan 1 2026 (multiple portals); 2 category oral failures (2mo each); Site of Care review for Vyepti (home infusion preferred),Prime Therapeutics,NM-COM-BCBSNM,Prime/Availity/EviCore,https://www.bcbsnm.com/,Standard,Expedited,⚠️ NMAC 13.10.31.12,2026-01-11,ENRICHED
Health Care Service Corp. (BCBSOK),BCBSOK,OK,HCSC,621,57.0,COM,COM,AMA 2024 - largest in state,Prime Therapeutics,OK-COM-BCBSOK,,,,,,,
Health Care Service Corp. (BCBSTX),BCBSTX,TX,HCSC,621,44.0,COM,COM,Dominant commercial; Prime Therapeutics PBM; Balanced/Performance drug lists; 3-month oral preventive trials required; Gold Card (HB 3459/HB 3812) - annual evaluation,Prime Therapeutics,TX-COM-BCBSTX,Portal (Availity),https://www.bcbstx.com/provider/claims/claims-eligibility/um/pa-exemptions,7 days,72 hours,HB 3459/HB 3812 - 90% threshold; 5+ requests; annual evaluation,2026-01-10,ENRICHED
Health Net,HNET,CA,Centene,68069,8.0,COM,COM,Centene subsidiary; pharmacy carved to Medi-Cal Rx for Medicaid members; commercial follows Centene clinical guidelines,Express Scripts,CA-COM-HNET,Portal,https://www.healthnet.com/providers,7 days,72 hours,SB 306 - data calibration 2026; exemptions 2028,2026-01-10,ENRICHED
Health Plan of Nevada,HEALTHNEV,NV,UnitedHealth Group,87726,18.0,COM,COM,UHG subsidiary - Sierra acquisition,OptumRx,NV-COM-HEALTHNEV,,,,,,,
HealthPartners,PARTNERS,MN,HealthPartners,95052,12.0,COM,COM,#3 Integrated IDN; payer + provider; internal P&T cost-efficacy focus; includes calcium channel blockers as valid step therapy; prohibits concurrent CGRP use,Express Scripts,MN-COM-PARTNERS,Portal,https://www.healthpartners.com/ucm/groups/public/@hp/@public/@cc/documents/documents/aentry_045822.pdf,7 days,72 hours,MN §62M.07 Platinum Card applies,2026-01-10,ENRICHED
Highmark,HIGH,DE,Highmark Health,65093,93.0,COM,COM,KFF 2023 - dominant individual market,Express Scripts,DE-COM-HIGH,,,,,,,
Highmark Blue Cross Blue Shield,HIGHBCBS,DE,Highmark Health,65093,56.0,COM,COM,AMA 2024 - largest in state,Express Scripts,DE-COM-HIGHBCBS,,,,,,,
Highmark Blue Cross Blue Shield,HIGHBCBS,PA,Highmark Health,65093,31.0,COM,COM,Largest commercial payer in PA; includes Highmark Blue Shield (Western PA); Policy I-11-042 (CGRP); Policy I-200-005 (Botox); does NOT require CGRP mAb failure before Botox - considered equivalent Tier 3,Express Scripts,PA-COM-HIGHBCBS,Availity / Highmark Provider Portal,https://securecms.highmark.com/content/medpolicy/,7 calendar days,72 hours,Act 146 - Initial Measurement Phase 2026; exemptions begin 1/1/2027; proactive enrollment required,2026-01-11,ENRICHED
Highmark Blue Cross Blue Shield,HIGHBCBS,WV,Highmark Health,65093,52.0,COM,COM,AMA 2024 - largest in state,Express Scripts,WV-COM-HIGHBCBS,,,,,,,
Horizon Blue Cross Blue Shield,HORBCBS,NJ,Horizon BCBSNJ,22099,39.0,COM,COM,The Hegemon; dominant NJ insurer; NetResults formulary highly restrictive (often excludes Aimovig in favor of Ajovy); OMNIA tiered structure; strictly bound by A1825; uses 'Stability' override if forced switch,Prime Therapeutics,NJ-COM-HORBCBS,Horizon Provider Portal / CoverMyMeds,https://www.horizonblue.com/providers/,72 hours (A1825),24 hours (urgent),A1825 Step Therapy Override applies; 72h response or deemed approved,2026-01-11,ENRICHED
Humana,HUMANA,FL,Humana Inc.,61101,8.0,COM,COM,Significant Medicare Advantage presence; Part B Step Therapy mirrors UHC approach; OptumRx competitor in MA space,Humana Pharmacy Solutions,FL-COM-HUMANA,Availity / Humana Provider Portal,https://www.humana.com/provider/,7 calendar days,72 hours,Yes (SB 7016) - Active,2026-01-11,ENRICHED
Humana,HUMANA,IL,Humana Inc.,61101,5.0,COM,COM,State filings estimate,Humana Pharmacy Solutions,IL-COM-HUMANA,,,,,,,
Humana,HUMANA,KY,Humana Inc.,61101,15.0,COM,COM,Louisville HQ; ⚠️ Voluntary Gold Card pioneer (reducing friction); distinct from Anthem's restrictive approach,Humana Pharmacy Solutions,KY-COM-HUMANA,Humana Portal,https://www.humana.com/,Standard,Expedited,✓ Voluntary Gold Card Program,2026-01-11,ENRICHED
Humana,HUMANA,LA,Humana Inc.,61101,8.0,COM,COM,State filings estimate,Humana Pharmacy Solutions,LA-COM-HUMANA,,,,,,,
Humana,HUMANA,MS,Humana Inc.,61101,12.0,COM,COM,State filings estimate,Humana Pharmacy Solutions,MS-COM-HUMANA,,,,,,,
Independence Blue Cross,IBX,PA,Independence Health Group,83030,22.0,COM,COM,Dominant in Philadelphia metro/SE PA; shorter trial duration (6 weeks vs 8); uniquely allows SNRIs as preventive class; requires headache diary for 3 months pre-PA,Express Scripts,PA-COM-IBX,Availity / IBX Provider Portal,https://medpolicy.ibx.com/,7 calendar days,72 hours,Act 146 - Initial Measurement Phase 2026; exemptions begin 1/1/2027,2026-01-11,ENRICHED
Intermountain Health (SelectHealth),INTERMT,UT,Intermountain Health,93090,46.0,COM,COM,AMA 2024 - largest in state; provider-sponsored,Express Scripts,UT-COM-INTERMT,,,,,,,
Kaiser Permanente,KAISER,CA,Kaiser Foundation Health Plan,93079,37.0,COM,COM,Dominant HMO; closed formulary; 5-Star quality; most restrictive CGRP access - requires fail 3 oral classes; Tier 4 CGRPs; Vyepti last resort; 50% reduction stopping rule for Botox,Kaiser Permanente (Internal)/MedImpact,CA-COM-KAISER,Internal referral system,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/clinical-review-botox-chronic-migraine-policy-nw.pdf,7 days,72 hours,SB 306 - data calibration 2026; exemptions 2028,2026-01-10,ENRICHED
Kaiser Permanente,KAISER,CO,Kaiser Foundation Health Plan,93079,18.0,COM,COM,Closed loop integrated delivery system; formulary exceptions exceptionally difficult; Topiramate/Propranolol/Amitriptyline preferred; CGRPs strictly restricted (non-formulary); requires multiple oral failures + non-pharmacological interventions (biofeedback); only reliable bypass = SAFETY arguments (stroke risk/severe AE); cite Network Adequacy laws for external specialist prescriptions,Kaiser Permanente (Internal)/MedImpact,CO-COM-KAISER,Kaiser Internal System,https://healthy.kaiserpermanente.org/colorado/,Internal,Internal,Internal Protocol - exemptions rare,2026-01-11,ENRICHED
Kaiser Permanente,KAISER,DC,Kaiser Foundation Health Plan,93079,15.0,COM,COM,Mid-Atlantic presence,Kaiser Permanente (Internal)/MedImpact,DC-COM-KAISER,,,,,,,
Kaiser Permanente,KAISER,GA,Kaiser Foundation Health Plan,93079,8.0,COM,COM,Atlanta metro presence,Kaiser Permanente (Internal)/MedImpact,GA-COM-KAISER,,,,,,,
Kaiser Permanente,KAISER,HI,Kaiser Foundation Health Plan,93079,25.0,COM,COM,AMA 2024 data - 2nd largest,Kaiser Permanente (Internal)/MedImpact,HI-COM-KAISER,,,,,,,
Kaiser Permanente,KAISER,MD,Kaiser Foundation Health Plan,93079,15.0,COM,COM,⚠️ HIGHEST BARRIERS (3 class failures); Closed formulary; PCPs cannot prescribe CGRPs without Neuro referral; Strict >50% reduction stopping rule for Botox after 6mo; cluster headache criteria specific,Kaiser Permanente (Internal)/MedImpact,MD-COM-KAISER,Kaiser Internal,https://healthy.kaiserpermanente.org/,Internal,Internal,N/A - Integrated,2026-01-11,ENRICHED
Kaiser Permanente,KAISER,OR,Kaiser Foundation Health Plan,93079,20.0,COM,COM,⚠️ HIGHEST BARRIERS; Closed formulary; internal protocols; Botox requires ≥3 drug class failures (not 2); PCPs cannot prescribe CGRPs - must refer to Neurology; 90-day ORS 743B.225 Continuity of Care shield,Kaiser Permanente (Internal)/MedImpact,OR-COM-KAISER,Kaiser Internal,https://healthy.kaiserpermanente.org/,Internal,Internal,Internal Protocol,2026-01-11,ENRICHED
Kaiser Permanente,KAISER,VA,Kaiser Foundation Health Plan,93079,8.0,COM,COM,Mid-Atlantic presence,Kaiser Permanente (Internal)/MedImpact,VA-COM-KAISER,,,,,,,
Kaiser Permanente,KAISER,WA,Kaiser Foundation Health Plan,93079,21.0,COM,COM,Integrated Delivery Network; closed formulary; MOST RESTRICTIVE in state; ⚠️ Requires failure of 3 oral preventive classes (exceeds AHS 2-step standard); CGRPs Tier 4/5 (Specialty); PCPs blocked from initiating - requires Neurology e-consult; Botox must be in Kaiser facilities; best strategy = External Review (IRO) citing AHS 2024,Kaiser Permanente (Internal)/MedImpact,WA-COM-KAISER,Kaiser Internal System,https://wa-provider.kaiserpermanente.org/,Internal system,Internal,NO Gold Card - SB 5395 FAILED,2026-01-11,ENRICHED
Louisiana Blue (BCBSLA),LABLUE,LA,Louisiana Health Service,23738,66.0,COM,COM,AMA 2024 - largest in state; highly concentrated,Prime Therapeutics,LA-COM-LABLUE,,,,,,,
Medica,MEDICA,IA,Medica,94265,12.0,COM,COM,Regional carrier,Express Scripts,IA-COM-MEDICA,,,,,,,
Medica,MEDICA,MN,Medica,94265,18.0,COM,COM,#2 Acquisitive; ACQUIRED UCare Medicaid/IFP business; 30.76% rate increase 2026; managing legacy UCare member transition; potential adjudication friction Q1 2026,Express Scripts,MN-COM-MEDICA,Portal,https://partner.medica.com/providers/ucare-member-transition,7 days,72 hours,MN §62M.07 Platinum Card applies,2026-01-10,ENRICHED
Medica,MEDICA,NE,Medica,94265,12.0,COM,COM,Regional expansion,Express Scripts,NE-COM-MEDICA,,,,,,,
Medica,MEDICA,ND,Medica,94265,15.0,COM,COM,Regional carrier,Express Scripts,ND-COM-MEDICA,,,,,,,
Medica,MEDICA,SD,Medica,94265,10.0,COM,COM,Regional carrier,Express Scripts,SD-COM-MEDICA,,,,,,,
Medical Mutual of Ohio,MEDMUTUAL,OH,Medical Mutual,35091,18.0,COM,COM,ESI PBM influence on formularies; eviCore/Cohere for medical benefit PA (digital portal required - fax rejected); Emgality/Aimovig preferred; Ajovy requires step through both preferred agents unless latex allergy,Express Scripts,OH-COM-MEDMUTUAL,eviCore/Cohere Portal,https://www.medmutual.com/providers/,7 calendar days,72 hours,Investigating,2026-01-11,ENRICHED
Moda Health,MODA,AK,Moda Health,MODOH,22.0,COM,COM,AMA 2024 data - 2nd largest,MedImpact,AK-COM-MODA,,,,,,,
Moda Health,MODA,OR,Moda Health,MODOH,15.0,COM,COM,⚠️ Heavy PBM automation (Navitus); ST hard stops at pharmacy; 'New Member Trap' = history invisible; preemptive PA submission critical; HIT-6 scores emphasized for Vyepti,MedImpact,OR-COM-MODA,Moda Portal,https://modahealth.com/,Standard,Expedited,,2026-01-11,ENRICHED
Molina Healthcare,MOLINA,NM,Molina Healthcare,38308,10.0,COM,COM,Growing presence,CVS Caremark,NM-COM-MOLINA,,,,,,,
Molina Healthcare,MOLINA,OH,Molina Healthcare,38308,5.0,COM,COM,Exchange presence,CVS Caremark,OH-COM-MOLINA,,,,,,,
Molina Healthcare,MOLINA,UT,Molina Healthcare,38308,5.0,COM,COM,Exchange presence,CVS Caremark,UT-COM-MOLINA,,,,,,,
Molina Healthcare,MOLINA,WA,Molina Healthcare,38308,8.0,COM,COM,HQ state,CVS Caremark,WA-COM-MOLINA,,,,,,,
MVP Health Care,MVPHEALTH,VT,MVP Health Care,14165,25.0,COM,COM,AMA 2024 data - 2nd largest,Express Scripts,VT-COM-MVPHEALTH,,,,,,,
Neighborhood Health Plan of RI,RINEIGH,RI,Neighborhood Health Plan,NHPRI,6.0,COM,COM,Nonprofit,CVS Caremark,RI-COM-RINEIGH,,,,,,,
Oscar Health,OSCAR,AZ,Oscar Health,38241,6.0,COM,COM,Exchange presence,Express Scripts,AZ-COM-OSCAR,,,,,,,
Oscar Health,OSCAR,NY,Oscar Health,38241,5.0,COM,COM,HQ - exchange focus,Express Scripts,NY-COM-OSCAR,,,,,,,
Oscar Health,OSCAR,TX,Oscar Health,38241,5.0,COM,COM,Exchange focus,Express Scripts,TX-COM-OSCAR,,,,,,,
Oscar Health,OSCAR,VA,Oscar Health,38241,5.0,COM,COM,Exchange presence,Express Scripts,VA-COM-OSCAR,,,,,,,
PacificSource,PACIFIC,ID,PacificSource,93042,5.0,COM,COM,Regional carrier,MedImpact,ID-COM-PACIFIC,,,,,,,
PacificSource,PACIFIC,MT,PacificSource,93042,22.0,COM,COM,AMA 2024 data - 2nd largest,MedImpact,MT-COM-PACIFIC,,,,,,,
PacificSource,PACIFIC,OR,PacificSource,93042,12.0,COM,COM,Regional carrier,MedImpact,OR-COM-PACIFIC,,,,,,,
Physicians Health Plan,PHYSHEALTH,IN,PHP,38337,5.0,COM,COM,Regional carrier,Express Scripts,IN-COM-PHYSHEALTH,,,,,,,
PreferredOne,PREFERONE,MN,Fairview Health,38343,5.0,COM,COM,Provider-sponsored,Express Scripts,MN-COM-PREFERONE,,,,,,,
Premera Blue Cross,PREMBC,AK,Premera Blue Cross,430,46.0,COM,COM,AMA 2024 - largest in state,Prime Therapeutics,AK-COM-PREMBC,,,,,,,
Premera Blue Cross,PREMBC,WA,Premera Blue Cross,430,21.0,COM,COM,Uses 'Essentials' (E1/E4) and 'Preferred' (B3/B4) drug lists; Gepant step = only 1 triptan (MORE LENIENT); ⚠️ MOH exclusion REMOVED - can prescribe gepants to MOH patients; Adolescent pathway (6-17) for Qulipta/Ajovy,Prime Therapeutics,WA-COM-PREMBC,Premera Provider Portal / ePA,https://www.premera.com/providers/,3 calendar days (ePA mandate),1 calendar day,NO Gold Card - SB 5395 FAILED,2026-01-11,ENRICHED
Presbyterian Health Plan,PRESBYNM,NM,Presbyterian Healthcare,90787,28.0,COM,COM,Largest Medicaid MCO (Turquoise Care); integrated delivery system; ⚠️ Statewide PDL for Medicaid; 1-2 oral class failure; Vyepti requires SC failure,Express Scripts,NM-COM-PRESBYNM,Presbyterian Portal,https://www.phs.org/,Standard,Expedited,⚠️ NMAC 13.10.31.12 (90% threshold - carrier selects 30%),2026-01-11,ENRICHED
Priority Health,PRIORITY,MI,Spectrum Health,38259,8.0,COM,COM,Integrated with Corewell Health; ⚠️ Qulipta = 'Step 3' (must fail 2 injectable CGRPs); Aimovig/Emgality preferred; distinct formulary from BCBSM,Express Scripts,MI-COM-PRIORITY,Priority Health Portal,https://www.priorityhealth.com/,Standard,Expedited,⚠️ MCL 500.2212e excludes self-funded/ASO,2026-01-11,ENRICHED
Prominence Health Plan,PROMPLAN,NV,Universal Health Services,PROMI,12.0,COM,COM,Regional carrier,Express Scripts,NV-COM-PROMPLAN,,,,,,,
Providence Health Plan,PROMPLAN,OR,Providence Health,93080,18.0,COM,COM,Provider-sponsored,Express Scripts,OR-COM-PROMPLAN,,,,,,,
QualChoice,QUAL,AR,QualChoice,QUALC,12.0,COM,COM,Regional carrier,MedImpact,AR-COM-QUAL,,,,,,,
Quartz,QUARTZ,WI,Quartz (Gundersen/UW Health),39065,18.0,COM,COM,Provider-sponsored,CVS Caremark,WI-COM-QUARTZ,,,,,,,
Regence BlueCross BlueShield,REGENCE,UT,Cambia Health Solutions,93093,15.0,COM,COM,Policy dru540 for CGRPs; ⚠️ Vyepti 'Double Step' (oral failures + 1-2 SC CGRP failures); Site of Care dru408 (home infusion preferred); 6mo initial auth; reauth requires ≥50% reduction documentation; OncoHealth outsourcing (may expand),Prime Therapeutics,UT-COM-REGENCE,Regence Portal,https://www.regence.com/,Standard,Expedited,,2026-01-11,ENRICHED
Regence BlueShield,REGENCE,WA,Cambia Health Solutions,93093,18.0,COM,COM,Prime Therapeutics PBM; Preferred CGRPs = Aimovig/Emgality; Ajovy/Vyepti NON-PREFERRED; ⚠️ Failure definition = 'at least 3 migraine episodes treated' (single failed dose NOT valid); ⚠️ Site of Care restriction - HOPD non-preferred for Vyepti; refer to home infusion or freestanding clinic,Prime Therapeutics,WA-COM-REGENCE,Regence Provider Portal / ePA,https://www.regence.com/provider/,3 calendar days (ePA mandate),1 calendar day,NO Gold Card - SB 5395 FAILED,2026-01-11,ENRICHED
Regence BlueShield of Idaho,REGENCEBS,ID,Cambia Health Solutions,93093,22.0,COM,COM,AMA 2024 data - 2nd largest,Prime Therapeutics,ID-COM-REGENCEBS,,,,,,,
Sanford Health Plan,SANFORD,ND,Sanford Health,52148,25.0,COM,COM,AMA 2024 data - 2nd largest; provider-sponsored,Express Scripts,ND-COM-SANFORD,,,,,,,
Sanford Health Plan,SANFORD,SD,Sanford Health,52148,28.0,COM,COM,AMA 2024 data - 2nd largest; provider-sponsored,Express Scripts,SD-COM-SANFORD,,,,,,,
SelectHealth,SELECT,ID,Intermountain Health,93090,18.0,COM,COM,Provider-sponsored,Express Scripts,ID-COM-SELECT,,,,,,,
Tufts Health Plan,TUFTS,MA,Point32Health,4271,18.0,COM,COM,Merged with Harvard Pilgrim,Express Scripts,MA-COM-TUFTS,,,,,,,
Tufts Health Plan,TUFTS,RI,Point32Health,4271,15.0,COM,COM,Regional expansion,Express Scripts,RI-COM-TUFTS,,,,,,,
UnitedHealthcare,UHC,AL,UnitedHealth Group,87726,6.0,COM,COM,National player; OptumRx; strict step therapy; Aimovig/Emgality preferred; Gold Card active,OptumRx,AL-COM-UHC,UHC Portal,https://www.uhcprovider.com/,Standard,Expedited,✓ National Gold Card 92%,2026-01-11,ENRICHED
UnitedHealthcare,UHC,AK,UnitedHealth Group,87726,12.0,COM,COM,State filings estimate,OptumRx,AK-COM-UHC,,,,,,,
UnitedHealthcare,UHC,AZ,UnitedHealth Group,87726,28.0,COM,COM,OptumRx PBM; Vyepti requires 2 SC CGRP failures (3mo each); WISeR pilot alignment; use Optum Pro portal (AI scans),OptumRx,AZ-COM-UHC,Optum Pro Portal,https://www.uhcprovider.com/,Standard,Expedited,✓ Gold Card (Oct 2024),2026-01-11,ENRICHED
UnitedHealthcare,UHC,AR,UnitedHealth Group,87726,18.0,COM,COM,AMA 2024 data - 2nd largest,OptumRx,AR-COM-UHC,,,,,,,
UnitedHealthcare,UHC,CA,UnitedHealth Group,87726,10.0,COM,COM,State filings estimate,OptumRx,CA-COM-UHC,,,,,,,
UnitedHealthcare,UHC,CO,UnitedHealth Group,87726,24.0,COM,COM,Rocky Mountain Health Plans operates under UHC; ⚠️ GOLD CARD THRESHOLD = 90% (despite statute saying 80%) - dispute via C.R.S. § 10-16-124.5 if 80-89% approval; Ajovy requires failure of Aimovig first; 6-week oral trial duration (shorter than Medicaid 8 weeks); CGRP mAb failure can count as 'failed class' for Botox approval,OptumRx,CO-COM-UHC,UHC Provider Portal,https://www.uhcprovider.com/,7 calendar days,72 hours,⚠️ HB 24-1149 ACTIVE - 90% threshold (exceeds statutory 80%),2026-01-11,ENRICHED
UnitedHealthcare,UHC,CT,UnitedHealth Group,87726,15.0,COM,COM,State filings estimate,OptumRx,CT-COM-UHC,,,,,,,
UnitedHealthcare,UHC,DE,UnitedHealth Group,87726,12.0,COM,COM,State filings estimate,OptumRx,DE-COM-UHC,,,,,,,
UnitedHealthcare,UHC,DC,UnitedHealth Group,87726,18.0,COM,COM,Federal employee presence,OptumRx,DC-COM-UHC,,,,,,,
UnitedHealthcare,UHC,FL,UnitedHealth Group,87726,18.0,COM,COM,Vertically integrated with OptumRx; aggressive specialty drug management; Review at Launch excludes new drugs (Zavzpret) 6+ months; Part B Step Therapy for MA (SC CGRP before Vyepti); Daxxify EXCLUDED,OptumRx,FL-COM-UHC,UHC Provider Portal / Link,https://www.uhcprovider.com/,7 calendar days,72 hours,Yes (SB 7016) - Internal Gold Card + FL state mandate,2026-01-11,ENRICHED
